,Unnamed: 0,es_oficialismo,0_presencia,0_apoyo,1_presencia,1_apoyo,2_presencia,2_apoyo,3_presencia,3_apoyo,nroperiodo,tipo_mayoria,resultado,periodo_Extraordinario,periodo_Ordinario,periodo_Prórroga,sesion_Especial,sesion_Preparatoria,sesion_Tablas
902,902,0,0.38461538461538464,0.96,0.8727272727272727,0.8958333333333334,0.725,0.9655172413793104,0.6666666666666666,1.0,137,0,1,0,1,0,0,0,1
162,162,0,0.7571428571428571,1.0,0.902439024390244,-1.0,0.8888888888888888,-0.96875,0.6521739130434783,1.0,135,2,0,0,1,0,1,0,0
744,744,1,0.9130434782608696,1.0,0.7631578947368421,-1.0,0.7619047619047619,-1.0,0.9090909090909092,-1.0,130,0,1,0,1,0,1,0,0
890,890,1,0.9649122807017544,1.0,0.9473684210526316,-0.8888888888888888,0.8095238095238095,-1.0,0.9090909090909092,-0.8,129,0,1,1,0,0,1,0,0
562,562,1,0.8947368421052632,1.0,0.7222222222222222,-1.0,0.6666666666666666,-0.5,0.4117647058823529,0.0,132,0,1,0,1,0,1,0,0
740,740,1,0.982608695652174,1.0,0.8947368421052632,-0.9705882352941176,0.7142857142857143,-1.0,0.7272727272727273,-1.0,130,0,1,0,1,0,1,0,0
720,720,1,0.9545454545454546,1.0,0.7368421052631579,1.0,0.8181818181818182,1.0,0.9,1.0,131,0,1,0,1,0,1,0,0
656,656,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
912,912,0,0.6461538461538462,1.0,0.8909090909090909,0.979591836734694,0.75,1.0,0.2777777777777778,1.0,137,0,1,0,1,0,0,0,1
478,478,1,0.8157894736842105,1.0,0.6857142857142857,1.0,0.7222222222222222,1.0,0.6666666666666666,1.0,133,0,1,0,1,0,0,0,1
349,349,0,0.0,,0.9285714285714286,1.0,0.8888888888888888,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
325,325,0,0.6857142857142857,1.0,0.9047619047619048,1.0,0.8611111111111112,1.0,0.7826086956521741,1.0,134,1,1,0,1,0,0,0,1
586,586,1,0.912280701754386,1.0,0.5833333333333334,1.0,0.6666666666666666,0.0,0.4117647058823529,1.0,132,0,1,0,1,0,0,0,1
813,813,1,0.9043478260869564,1.0,0.7631578947368421,1.0,0.5714285714285714,1.0,0.5454545454545454,1.0,130,0,1,0,1,0,1,0,0
917,917,0,0.5538461538461539,1.0,0.8545454545454545,1.0,0.7,1.0,0.2777777777777778,1.0,137,0,1,0,1,0,0,0,1
887,887,1,0.9736842105263158,1.0,0.9210526315789472,-1.0,0.7142857142857143,1.0,0.7272727272727273,1.0,129,0,1,1,0,0,1,0,0
534,534,1,0.9649122807017544,1.0,0.5945945945945946,1.0,0.6666666666666666,-1.0,0.6470588235294118,1.0,132,0,1,0,1,0,0,0,1
259,259,0,0.9876543209876544,-0.85,0.975609756097561,1.0,1.0,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
816,816,1,0.9391304347826088,1.0,0.8157894736842105,1.0,0.5238095238095238,-0.9090909090909092,0.8181818181818182,-1.0,130,0,1,0,1,0,0,0,1
558,558,1,0.9473684210526316,1.0,0.8611111111111112,0.0,0.7777777777777778,1.0,0.8235294117647058,1.0,132,0,1,0,1,0,1,0,0
223,223,0,0.953846153846154,1.0,0.9636363636363636,-0.9622641509433962,0.95,-1.0,1.0,0.6842105263157895,135,0,1,1,0,0,1,0,0
748,748,1,0.9739130434782608,0.9910714285714286,0.7105263157894737,-0.9629629629629628,0.8095238095238095,-1.0,0.9090909090909092,-0.9,130,0,1,0,1,0,0,0,1
870,870,1,0.686046511627907,1.0,0.5348837209302325,1.0,0.5,1.0,0.4736842105263158,0.7777777777777778,129,0,1,0,1,0,1,0,0
418,418,0,0.5362318840579711,-0.972972972972973,0.9047619047619048,1.0,0.9166666666666666,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
709,709,1,0.9469026548672568,1.0,0.6842105263157895,1.0,0.3636363636363637,1.0,0.1,1.0,131,0,1,0,1,0,1,0,0
194,194,0,0.7,1.0,0.8536585365853658,1.0,0.8611111111111112,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
202,202,0,0.7,1.0,0.8536585365853658,1.0,0.8611111111111112,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
482,482,1,0.9210526315789472,1.0,0.6,0.9047619047619048,0.7222222222222222,1.0,0.3333333333333333,1.0,133,0,1,0,1,0,1,0,0
288,288,0,0.9367088607594936,0.972972972972973,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
703,703,1,0.912280701754386,1.0,0.6052631578947368,1.0,0.45,1.0,0.5454545454545454,1.0,131,0,1,0,1,0,0,0,1
983,983,0,0.9666666666666668,1.0,0.8627450980392157,-1.0,0.8936170212765957,-1.0,0.9333333333333332,-1.0,137,0,1,1,0,0,1,0,0
21,21,0,0.7230769230769231,0.9787234042553192,0.9454545454545454,-1.0,0.95,-1.0,0.6842105263157895,0.8461538461538461,136,1,0,0,1,0,1,0,0
60,60,0,0.7076923076923077,-1.0,0.8727272727272727,1.0,0.775,1.0,0.5,-1.0,136,0,1,0,1,0,1,0,0
466,466,1,0.9473684210526316,1.0,0.7142857142857143,0.92,0.8888888888888888,-1.0,0.5714285714285714,-1.0,133,0,1,0,1,0,1,0,0
943,943,0,0.8307692307692308,0.8703703703703703,0.8,0.6136363636363636,0.8974358974358975,0.9714285714285714,0.6470588235294118,1.0,137,0,1,0,1,0,1,0,0
378,378,0,0.6428571428571429,-0.9555555555555556,0.8333333333333334,1.0,0.9444444444444444,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
782,782,1,0.9304347826086956,1.0,0.0,,0.0,,0.0,,130,0,1,0,1,0,0,0,1
829,829,1,0.9217391304347826,1.0,0.7631578947368421,1.0,0.6666666666666666,1.0,0.6363636363636364,1.0,130,0,1,0,1,0,0,0,1
433,433,0,0.6811594202898551,1.0,0.8333333333333334,1.0,0.75,1.0,0.7391304347826086,1.0,134,0,1,0,1,0,1,0,0
292,292,0,0.9240506329113924,-0.8904109589041096,0.9761904761904762,1.0,0.9166666666666666,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
296,296,0,0.9493670886075948,-1.0,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
2,2,0,0.8307692307692308,1.0,0.9272727272727272,1.0,0.975,1.0,0.7368421052631579,1.0,136,0,1,0,1,0,0,0,1
41,41,0,0.8769230769230769,-1.0,0.9818181818181818,1.0,0.975,1.0,0.8421052631578947,1.0,136,0,1,0,1,0,1,0,0
845,845,1,0.6976744186046512,1.0,0.7674418604651163,1.0,0.6785714285714286,1.0,0.6842105263157895,1.0,129,0,1,0,1,0,0,0,1
526,526,1,0.8859649122807017,1.0,0.6756756756756757,1.0,0.8333333333333334,1.0,0.5294117647058824,1.0,132,0,1,0,1,0,1,0,0
226,226,0,0.9384615384615383,1.0,0.9818181818181818,-1.0,1.0,-1.0,0.8421052631578947,0.125,135,0,0,1,0,0,1,0,0
271,271,0,0.9113924050632912,-1.0,0.9761904761904762,1.0,0.9444444444444444,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
145,145,0,0.9285714285714286,0.9692307692307692,0.951219512195122,1.0,0.8611111111111112,1.0,0.6956521739130435,1.0,135,0,1,0,1,0,1,0,0
315,315,0,0.7,1.0,0.9285714285714286,1.0,0.7777777777777778,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
805,805,1,0.7652173913043478,1.0,0.4473684210526316,1.0,0.09523809523809523,1.0,0.18181818181818185,1.0,130,0,1,0,1,0,1,0,0
997,997,0,0.9075630252100841,1.0,0.6666666666666666,1.0,0.8936170212765957,1.0,0.8666666666666667,1.0,137,0,1,1,0,0,1,0,0
543,543,1,0.9736842105263158,1.0,0.9189189189189191,-1.0,0.9444444444444444,-1.0,0.7058823529411765,-1.0,132,0,1,0,1,0,1,0,0
374,374,0,0.8142857142857143,-1.0,0.9047619047619048,1.0,0.8888888888888888,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
248,248,0,0.7692307692307693,1.0,0.9636363636363636,1.0,0.975,1.0,0.8421052631578947,1.0,135,0,1,1,0,0,1,0,0
268,268,0,0.6329113924050633,0.78,0.9285714285714286,1.0,0.8888888888888888,1.0,0.5652173913043478,1.0,134,0,1,0,1,0,0,0,1
518,518,1,0.8991596638655462,1.0,0.7567567567567568,1.0,0.6666666666666666,1.0,0.29411764705882354,1.0,132,0,1,0,1,0,0,0,1
763,763,1,0.7043478260869566,-1.0,0.5789473684210527,1.0,0.42857142857142855,0.7777777777777778,0.2727272727272727,1.0,130,1,0,0,1,0,0,0,1
389,389,0,0.5428571428571428,1.0,0.9047619047619048,1.0,0.75,1.0,0.6521739130434783,1.0,134,0,1,0,1,0,1,0,0
410,410,0,0.8260869565217391,1.0,0.8571428571428571,1.0,0.8611111111111112,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
84,84,0,0.6461538461538462,1.0,0.9272727272727272,1.0,0.9,1.0,0.7777777777777778,1.0,136,0,1,1,0,0,1,0,0
747,747,1,0.982608695652174,0.9823008849557522,0.7105263157894737,-0.7777777777777778,0.8095238095238095,-1.0,0.9090909090909092,-1.0,130,0,1,0,1,0,0,0,1
621,621,1,0.9561403508771931,1.0,0.8333333333333334,1.0,0.7222222222222222,1.0,0.5882352941176471,1.0,132,0,1,0,0,1,1,0,0
154,154,0,0.7,1.0,0.8292682926829268,1.0,0.8333333333333334,1.0,0.5217391304347826,1.0,135,0,1,0,1,0,1,0,0
434,434,0,0.7101449275362319,-0.979591836734694,0.9285714285714286,1.0,0.8333333333333334,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
327,327,0,0.4714285714285714,1.0,0.8571428571428571,1.0,0.8055555555555556,1.0,0.5652173913043478,1.0,134,0,1,0,1,0,0,0,1
571,571,1,0.8859649122807017,1.0,0.6666666666666666,1.0,0.5,1.0,0.29411764705882354,1.0,132,0,1,0,1,0,1,0,0
972,972,0,0.9833333333333332,1.0,0.9019607843137256,-1.0,0.8936170212765957,-1.0,0.8666666666666667,-1.0,137,0,1,1,0,0,1,0,0
969,969,0,0.9833333333333332,1.0,0.9019607843137256,-1.0,0.9574468085106383,-1.0,0.8666666666666667,-1.0,137,0,1,1,0,0,1,0,0
623,623,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
212,212,0,0.7,0.979591836734694,0.8292682926829268,1.0,0.8611111111111112,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
894,894,1,0.9385964912280702,0.9813084112149532,0.8421052631578947,-1.0,0.7142857142857143,-0.8666666666666667,0.9090909090909092,-1.0,129,0,1,1,0,0,1,0,0
364,364,0,0.8285714285714286,-1.0,0.9285714285714286,1.0,0.9722222222222222,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
181,181,0,0.7142857142857143,-1.0,0.8780487804878049,1.0,0.9166666666666666,0.9696969696969696,0.6521739130434783,1.0,135,0,1,0,1,0,1,0,0
351,351,0,0.7571428571428571,-1.0,0.8809523809523809,1.0,0.9166666666666666,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
158,158,0,0.2714285714285714,0.631578947368421,0.8536585365853658,0.9142857142857144,0.8611111111111112,0.967741935483871,0.6956521739130435,0.8125,135,0,1,0,1,0,1,0,0
930,930,0,0.7538461538461538,-1.0,0.9636363636363636,1.0,0.9230769230769232,1.0,0.6666666666666666,0.5,137,0,1,0,1,0,1,0,0
430,430,0,0.0,,0.8809523809523809,1.0,0.8611111111111112,1.0,0.7391304347826086,1.0,134,0,1,0,1,0,1,0,0
774,774,1,0.9304347826086956,0.97196261682243,0.0,,0.0,,0.0,,130,0,1,0,1,0,0,0,1
153,153,0,0.9571428571428572,-0.9850746268656716,0.975609756097561,1.0,1.0,1.0,0.8695652173913043,1.0,135,1,0,0,1,0,1,0,0
206,206,0,0.7,1.0,0.8048780487804879,1.0,0.8333333333333334,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
405,405,0,0.7285714285714285,-1.0,0.9285714285714286,1.0,0.8888888888888888,1.0,0.7826086956521741,-1.0,134,0,1,0,1,0,1,0,0
232,232,0,0.8153846153846154,0.018867924528301886,0.9636363636363636,1.0,1.0,1.0,0.8421052631578947,1.0,135,0,1,1,0,0,1,0,0
180,180,0,0.7,1.0,0.6585365853658537,0.8518518518518519,0.8055555555555556,0.9310344827586208,0.6956521739130435,1.0,135,0,1,0,1,0,1,0,0
14,14,0,0.9076923076923076,1.0,0.9454545454545454,-1.0,0.925,-1.0,0.8421052631578947,1.0,136,1,0,0,1,0,1,0,0
885,885,1,0.9736842105263158,1.0,0.9473684210526316,-0.9444444444444444,0.8095238095238095,1.0,0.8181818181818182,1.0,129,0,1,1,0,0,1,0,0
121,121,0,0.8428571428571429,0.9661016949152542,0.8780487804878049,-0.9722222222222222,0.8055555555555556,-1.0,0.8260869565217391,1.0,135,2,0,0,1,0,1,0,0
18,18,0,0.9076923076923076,1.0,0.9636363636363636,-0.9245283018867924,0.9,-1.0,0.7894736842105263,1.0,136,1,0,0,1,0,1,0,0
89,89,0,0.6461538461538462,-1.0,0.8909090909090909,1.0,0.825,1.0,0.4444444444444444,0.75,136,0,1,1,0,0,1,0,0
544,544,1,0.9736842105263158,1.0,0.8918918918918919,0.9393939393939394,0.9444444444444444,-1.0,0.7058823529411765,1.0,132,0,1,0,1,0,1,0,0
524,524,1,0.8571428571428571,0.9901960784313726,0.6486486486486487,1.0,0.7222222222222222,0.6923076923076923,0.5294117647058824,0.1111111111111111,132,0,1,0,1,0,0,0,1
451,451,1,0.9473684210526316,1.0,0.8571428571428571,0.9666666666666668,1.0,1.0,0.7647058823529411,1.0,133,0,1,0,1,0,1,0,0
470,470,1,0.9561403508771931,1.0,0.6857142857142857,1.0,0.6666666666666666,0.0,0.42857142857142855,1.0,133,0,1,0,1,0,1,0,0
175,175,0,0.4428571428571429,0.0,0.902439024390244,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,135,0,1,0,1,0,1,0,0
411,411,0,0.8260869565217391,0.8947368421052632,0.8809523809523809,1.0,0.8888888888888888,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
985,985,0,0.9833333333333332,1.0,0.8627450980392157,-1.0,0.8936170212765957,-1.0,0.9333333333333332,-1.0,137,0,1,1,0,0,1,0,0
383,383,0,0.8142857142857143,-1.0,0.8809523809523809,1.0,0.8888888888888888,1.0,0.9130434782608696,0.9523809523809524,134,0,1,0,1,0,1,0,0
432,432,0,0.5942028985507246,1.0,0.7857142857142857,1.0,0.7222222222222222,1.0,0.7391304347826086,1.0,134,0,1,0,1,0,1,0,0
303,303,0,0.9367088607594936,-1.0,0.9523809523809524,1.0,0.9166666666666666,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
873,873,1,0.7558139534883721,1.0,0.6511627906976745,1.0,0.7857142857142857,1.0,0.7894736842105263,1.0,129,0,1,0,1,0,1,0,0
102,102,0,0.7846153846153846,1.0,0.7454545454545455,-1.0,0.625,-1.0,0.7222222222222222,1.0,136,2,0,1,0,0,1,0,0
396,396,0,0.9285714285714286,-0.8461538461538461,0.9761904761904762,1.0,0.9722222222222222,1.0,0.7826086956521741,0.8888888888888888,134,0,1,0,1,0,1,0,0
316,316,0,0.6428571428571429,1.0,0.9285714285714286,0.9743589743589745,0.7777777777777778,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
55,55,0,0.8,1.0,0.8181818181818182,-1.0,0.9,-0.9722222222222222,0.6666666666666666,1.0,136,2,0,0,1,0,1,0,0
601,601,1,0.9473684210526316,1.0,0.75,1.0,0.8333333333333334,1.0,0.5294117647058824,0.7777777777777778,132,0,1,0,0,1,1,0,0
793,793,1,0.9565217391304348,1.0,0.2631578947368421,1.0,0.09523809523809523,1.0,0.0,,130,0,1,0,1,0,1,0,0
331,331,0,0.4857142857142857,0.9411764705882352,0.9285714285714286,1.0,0.8611111111111112,1.0,0.7391304347826086,0.8823529411764706,134,0,1,0,1,0,0,0,1
104,104,0,0.6615384615384615,-1.0,0.7090909090909091,1.0,0.65,1.0,0.4444444444444444,1.0,136,0,1,1,0,0,1,0,0
435,435,0,0.6811594202898551,-1.0,0.8571428571428571,0.9722222222222222,0.8888888888888888,0.9375,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
446,446,0,0.7142857142857143,0.98,0.9047619047619048,-1.0,0.8888888888888888,-1.0,0.7391304347826086,-0.9411764705882352,134,2,0,1,0,0,1,0,0
610,610,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
12,12,0,0.9384615384615383,1.0,0.9636363636363636,-1.0,0.925,-1.0,0.8947368421052632,1.0,136,1,0,0,1,0,1,0,0
380,380,0,0.8142857142857143,-1.0,0.9047619047619048,1.0,0.8888888888888888,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
699,699,1,0.9210526315789472,1.0,0.7631578947368421,1.0,0.7,1.0,0.8181818181818182,1.0,131,0,1,0,1,0,0,0,1
675,675,1,0.9655172413793104,0.9642857142857144,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
54,54,0,0.7230769230769231,-1.0,0.8727272727272727,1.0,0.95,1.0,0.7222222222222222,0.8461538461538461,136,0,1,0,1,0,1,0,0
85,85,0,0.7384615384615385,-1.0,0.9272727272727272,1.0,0.85,1.0,0.7777777777777778,0.6428571428571429,136,0,1,1,0,0,1,0,0
527,527,1,0.8333333333333334,1.0,0.6756756756756757,-1.0,0.7777777777777778,1.0,0.5882352941176471,-1.0,132,0,1,0,1,0,1,0,0
787,787,1,0.9478260869565216,1.0,0.4473684210526316,-1.0,0.3333333333333333,-0.8571428571428571,0.3636363636363637,-1.0,130,0,1,0,1,0,1,0,0
8,8,0,0.9230769230769232,-1.0,0.9818181818181818,1.0,0.95,1.0,0.7368421052631579,1.0,136,1,1,0,1,0,0,0,1
645,645,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
492,492,1,0.9736842105263158,1.0,0.6857142857142857,-1.0,0.8333333333333334,-1.0,0.06666666666666668,1.0,133,0,1,0,1,0,1,0,0
614,614,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
606,606,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
647,647,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
66,66,0,0.7846153846153846,1.0,0.8545454545454545,1.0,0.9,1.0,0.8333333333333334,1.0,136,0,1,0,1,0,1,0,0
851,851,1,0.6395348837209303,1.0,0.7209302325581395,0.967741935483871,0.42857142857142855,1.0,0.5789473684210527,-0.8181818181818182,129,0,1,0,1,0,0,0,1
355,355,0,0.7285714285714285,-0.9215686274509804,0.8571428571428571,1.0,0.9444444444444444,0.9411764705882352,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
689,689,1,0.7913043478260869,1.0,0.4473684210526316,0.8823529411764706,0.3,0.6666666666666666,0.4545454545454545,-1.0,131,0,1,0,1,0,0,0,1
49,49,0,0.8307692307692308,-1.0,0.8363636363636363,-1.0,0.925,-0.945945945945946,0.7777777777777778,0.7142857142857143,136,2,0,0,1,0,1,0,0
182,182,0,0.6714285714285714,1.0,0.8536585365853658,1.0,0.8888888888888888,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
309,309,0,0.9240506329113924,-0.8630136986301371,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
76,76,0,0.0,,0.9818181818181818,1.0,0.975,1.0,1.0,0.5555555555555556,136,0,1,0,1,0,1,0,0
115,115,0,0.9,1.0,0.902439024390244,1.0,0.8055555555555556,1.0,0.8333333333333334,1.0,135,0,1,0,1,0,1,0,0
952,952,0,0.7384615384615385,0.9375,0.6909090909090909,0.9736842105263158,0.7435897435897436,0.9655172413793104,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
737,737,1,0.9545454545454546,1.0,0.9473684210526316,-0.9444444444444444,0.8181818181818182,-1.0,0.7,-1.0,131,0,1,0,1,0,1,0,0
981,981,0,0.9833333333333332,0.9830508474576272,0.8627450980392157,-1.0,0.8297872340425532,-1.0,0.9333333333333332,-1.0,137,0,1,1,0,0,1,0,0
229,229,0,0.9692307692307692,-0.9365079365079364,0.9818181818181818,1.0,1.0,1.0,0.8947368421052632,0.9411764705882352,135,0,1,1,0,0,1,0,0
777,777,1,0.9304347826086956,0.9626168224299064,0.0,,0.0,,0.0,,130,0,1,0,1,0,0,0,1
778,778,1,0.9304347826086956,1.0,0.0,,0.0,,0.0,,130,0,1,0,1,0,0,0,1
629,629,1,0.9824561403508772,1.0,0.8857142857142857,-1.0,1.0,-1.0,0.8235294117647058,-1.0,132,0,1,1,0,0,1,0,0
444,444,0,0.5,1.0,0.8571428571428571,1.0,0.9166666666666666,1.0,1.0,1.0,134,0,1,1,0,0,1,0,0
588,588,1,0.8771929824561403,1.0,0.5,-1.0,0.7222222222222222,1.0,0.5294117647058824,1.0,132,0,1,0,1,0,0,0,1
745,745,1,0.9130434782608696,1.0,0.7368421052631579,-1.0,0.7619047619047619,-1.0,0.9090909090909092,-1.0,130,0,1,0,1,0,1,0,0
262,262,0,0.9493670886075948,1.0,0.9285714285714286,-1.0,1.0,-1.0,0.9565217391304348,1.0,134,1,0,0,1,0,0,0,1
984,984,0,0.9833333333333332,1.0,0.8627450980392157,-1.0,0.8936170212765957,-1.0,0.9333333333333332,-1.0,137,0,1,1,0,0,1,0,0
682,682,1,0.8869565217391304,1.0,0.5789473684210527,1.0,0.2,1.0,0.6363636363636364,1.0,131,0,1,0,1,0,0,0,1
671,671,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
479,479,1,0.8421052631578947,1.0,0.6857142857142857,1.0,0.7777777777777778,1.0,0.6666666666666666,1.0,133,0,1,0,1,0,0,0,1
502,502,1,0.912280701754386,1.0,0.0,,0.0,,0.0,,133,0,1,0,1,0,1,0,0
27,27,0,0.9384615384615383,1.0,0.9636363636363636,-1.0,0.95,-1.0,0.8421052631578947,1.0,136,1,0,0,1,0,1,0,0
528,528,1,0.8859649122807017,1.0,0.8378378378378378,1.0,0.7222222222222222,1.0,0.5882352941176471,1.0,132,0,1,0,1,0,1,0,0
956,956,0,0.7846153846153846,0.9803921568627452,0.5636363636363636,1.0,0.7179487179487181,1.0,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
458,458,1,0.9298245614035088,1.0,0.6285714285714286,-1.0,0.3333333333333333,-1.0,0.5294117647058824,-1.0,133,0,1,0,1,0,0,0,1
529,529,1,0.8859649122807017,1.0,0.7837837837837838,1.0,0.6111111111111112,1.0,0.4705882352941176,1.0,132,0,1,0,1,0,1,0,0
697,697,1,0.8245614035087719,-1.0,0.7894736842105263,1.0,0.55,1.0,0.3636363636363637,1.0,131,1,0,0,1,0,0,0,1
429,429,0,0.855072463768116,1.0,0.9047619047619048,1.0,0.8611111111111112,1.0,0.4782608695652174,1.0,134,0,1,0,1,0,1,0,0
172,172,0,0.6714285714285714,1.0,0.8780487804878049,-1.0,0.9444444444444444,-1.0,0.4782608695652174,0.8181818181818182,135,2,0,0,1,0,1,0,0
91,91,0,0.6615384615384615,0.0,0.8545454545454545,1.0,0.825,1.0,0.5,1.0,136,0,1,1,0,0,1,0,0
201,201,0,0.6,1.0,0.8780487804878049,1.0,0.8333333333333334,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
17,17,0,0.8307692307692308,1.0,0.9454545454545454,-1.0,0.925,-1.0,0.5263157894736842,1.0,136,1,0,0,1,0,1,0,0
970,970,0,0.975,1.0,0.9019607843137256,-1.0,0.8936170212765957,-1.0,0.8666666666666667,-1.0,137,0,1,1,0,0,1,0,0
531,531,1,0.9473684210526316,1.0,0.6486486486486487,1.0,0.6666666666666666,1.0,0.6470588235294118,1.0,132,0,1,0,1,0,0,0,1
665,665,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
903,903,0,0.4923076923076923,1.0,0.9090909090909092,0.9,0.75,0.9333333333333332,0.6666666666666666,1.0,137,0,1,0,1,0,0,0,1
811,811,1,0.9478260869565216,1.0,0.6842105263157895,1.0,0.7619047619047619,1.0,0.9090909090909092,1.0,130,1,1,0,1,0,1,0,0
966,966,0,0.6153846153846154,-0.95,0.6909090909090909,0.9473684210526316,0.8205128205128205,0.96875,0.4117647058823529,-1.0,137,2,0,0,1,0,1,0,0
726,726,1,0.8818181818181818,0.9587628865979382,0.6578947368421053,0.96,0.3636363636363637,1.0,0.8,1.0,131,0,1,0,1,0,1,0,0
694,694,1,0.8086956521739129,1.0,0.5526315789473685,1.0,0.3,1.0,0.4545454545454545,1.0,131,0,1,0,1,0,0,0,1
848,848,1,0.6511627906976745,1.0,0.7674418604651163,1.0,0.4642857142857143,1.0,0.7368421052631579,1.0,129,0,1,0,1,0,0,0,1
814,814,1,0.8956521739130435,1.0,0.5789473684210527,0.8181818181818182,0.2857142857142857,0.3333333333333333,0.2727272727272727,-1.0,130,0,1,0,1,0,0,0,1
462,462,1,0.9473684210526316,1.0,0.7142857142857143,-1.0,0.8888888888888888,-1.0,0.5714285714285714,-1.0,133,0,1,0,1,0,1,0,0
798,798,1,0.8869565217391304,1.0,0.5526315789473685,1.0,0.19047619047619047,1.0,0.0,,130,0,1,0,1,0,1,0,0
944,944,0,0.7230769230769231,0.8723404255319149,0.7636363636363637,0.7142857142857143,0.8461538461538461,0.9090909090909092,0.4705882352941176,1.0,137,0,1,0,1,0,1,0,0
655,655,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
234,234,0,0.8461538461538461,-1.0,0.9454545454545454,1.0,1.0,1.0,0.8421052631578947,0.625,135,0,1,1,0,0,1,0,0
176,176,0,0.4714285714285714,1.0,0.8780487804878049,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
406,406,0,0.6714285714285714,-0.9787234042553192,0.9523809523809524,0.8,0.8333333333333334,0.6,0.6521739130434783,0.9333333333333332,134,0,1,0,1,0,1,0,0
348,348,0,0.6285714285714286,-0.9545454545454546,0.8571428571428571,1.0,0.9444444444444444,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
200,200,0,0.7,1.0,0.8536585365853658,1.0,0.8611111111111112,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
864,864,1,0.9069767441860463,1.0,0.813953488372093,0.8857142857142857,0.75,0.9047619047619048,0.7368421052631579,0.0,129,0,1,0,1,0,1,0,0
13,13,0,0.6615384615384615,1.0,0.9090909090909092,-1.0,0.9,-1.0,0.42105263157894735,1.0,136,1,0,0,1,0,1,0,0
263,263,0,0.9367088607594936,1.0,0.9047619047619048,1.0,1.0,1.0,0.9565217391304348,1.0,134,0,1,0,1,0,0,0,1
269,269,0,0.0,,0.9285714285714286,1.0,0.9166666666666666,1.0,0.6086956521739131,1.0,134,0,1,0,1,0,0,0,1
