,Unnamed: 0,es_oficialismo,0_presencia,0_apoyo,1_presencia,1_apoyo,2_presencia,2_apoyo,3_presencia,3_apoyo,nroperiodo,tipo_mayoria,resultado,periodo_Extraordinario,periodo_Ordinario,periodo_Prórroga,sesion_Especial,sesion_Preparatoria,sesion_Tablas
539,539,1,0.9736842105263158,1.0,0.9189189189189191,-0.9411764705882352,0.8888888888888888,-1.0,0.8823529411764706,-1.0,132,0,1,0,1,0,1,0,0
920,920,0,0.5692307692307692,1.0,0.8363636363636363,1.0,0.7,1.0,0.2777777777777778,1.0,137,0,1,0,1,0,0,0,1
361,361,0,0.8571428571428571,-1.0,0.9285714285714286,1.0,0.9722222222222222,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
381,381,0,0.7,0.9387755102040816,0.8571428571428571,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
208,208,0,0.7,0.979591836734694,0.8292682926829268,1.0,0.8333333333333334,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
677,677,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
312,312,0,0.6578947368421053,-0.98,0.9285714285714286,1.0,0.8611111111111112,1.0,0.6521739130434783,1.0,134,0,1,0,1,0,1,0,0
566,566,1,0.9035087719298246,1.0,0.8055555555555556,1.0,0.5,1.0,0.29411764705882354,1.0,132,0,1,0,1,0,1,0,0
152,152,0,0.8857142857142857,1.0,0.975609756097561,-1.0,1.0,-1.0,0.8695652173913043,1.0,135,2,0,0,1,0,1,0,0
511,511,1,0.9411764705882352,1.0,0.8378378378378378,0.967741935483871,0.8333333333333334,1.0,0.8823529411764706,0.8666666666666667,132,0,1,0,1,0,1,0,0
342,342,0,0.8285714285714286,1.0,0.8333333333333334,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
751,751,1,0.991304347826087,1.0,0.7631578947368421,-1.0,0.8571428571428571,-1.0,0.9090909090909092,-0.9,130,0,1,0,1,0,0,0,1
960,960,0,0.8307692307692308,1.0,0.6727272727272727,0.972972972972973,0.8205128205128205,1.0,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
480,480,1,0.8421052631578947,1.0,0.6857142857142857,1.0,0.7777777777777778,-1.0,0.6666666666666666,0.9,133,0,1,0,1,0,0,0,1
455,455,1,0.9298245614035088,1.0,0.8857142857142857,1.0,0.7222222222222222,1.0,0.4705882352941176,1.0,133,0,1,0,1,0,0,0,1
673,673,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
512,512,1,0.9159663865546218,1.0,0.7567567567567568,1.0,0.7222222222222222,1.0,0.4705882352941176,0.125,132,0,1,0,1,0,0,0,1
98,98,0,0.7384615384615385,1.0,0.8727272727272727,1.0,0.75,1.0,0.7222222222222222,1.0,136,0,1,1,0,0,1,0,0
800,800,1,0.9652173913043478,1.0,0.0,,0.0,,0.0,,130,0,1,0,1,0,1,0,0
828,828,1,0.9217391304347826,1.0,0.7631578947368421,1.0,0.6666666666666666,1.0,0.6363636363636364,1.0,130,0,1,0,1,0,0,0,1
119,119,0,0.8142857142857143,1.0,0.902439024390244,1.0,0.8611111111111112,1.0,0.8333333333333334,1.0,135,0,1,0,1,0,1,0,0
749,749,1,0.991304347826087,1.0,0.7368421052631579,-1.0,0.8571428571428571,-1.0,0.9090909090909092,-0.9,130,0,1,0,1,0,0,0,1
493,493,1,0.9561403508771931,1.0,0.6571428571428571,-1.0,0.8333333333333334,-1.0,0.06666666666666668,1.0,133,0,1,0,1,0,1,0,0
625,625,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
92,92,0,0.4923076923076923,-1.0,0.7818181818181819,1.0,0.725,1.0,0.5555555555555556,1.0,136,0,1,1,0,0,1,0,0
253,253,0,0.8307692307692308,-1.0,0.9272727272727272,1.0,1.0,1.0,0.8947368421052632,1.0,135,0,1,1,0,0,1,0,0
112,112,0,0.8142857142857143,1.0,0.902439024390244,1.0,0.8888888888888888,1.0,0.8333333333333334,1.0,135,0,1,0,1,0,1,0,0
185,185,0,0.7,1.0,0.8536585365853658,1.0,0.8611111111111112,1.0,0.8260869565217391,-0.05263157894736842,135,0,1,0,1,0,1,0,0
460,460,1,0.9561403508771931,1.0,0.7142857142857143,1.0,0.6666666666666666,1.0,0.42857142857142855,1.0,133,0,1,0,1,0,1,0,0
667,667,1,0.9913793103448276,0.9130434782608696,1.0,-1.0,1.0,-1.0,1.0,-1.0,131,0,1,0,1,0,1,0,0
574,574,1,0.912280701754386,0.8846153846153846,0.9166666666666666,0.24242424242424246,0.7777777777777778,1.0,0.5294117647058824,0.3333333333333333,132,0,1,0,1,0,1,0,0
465,465,1,0.9473684210526316,1.0,0.7142857142857143,-1.0,0.8888888888888888,-1.0,0.5714285714285714,-1.0,133,0,1,0,1,0,1,0,0
132,132,0,0.6,1.0,0.951219512195122,-1.0,0.8611111111111112,-1.0,0.6086956521739131,0.7857142857142857,135,2,0,0,1,0,1,0,0
741,741,1,0.9217391304347826,1.0,0.7368421052631579,1.0,0.6190476190476191,1.0,0.5454545454545454,1.0,130,0,1,0,1,0,0,0,1
409,409,0,0.5797101449275363,-0.95,0.8333333333333334,0.5142857142857142,0.6666666666666666,0.4583333333333333,0.6086956521739131,0.7142857142857143,134,0,1,0,1,0,1,0,0
107,107,0,0.7714285714285715,1.0,0.7804878048780488,1.0,0.8611111111111112,1.0,0.7083333333333334,1.0,135,0,1,0,1,0,1,0,0
420,420,0,0.5362318840579711,-0.972972972972973,0.9047619047619048,1.0,0.9166666666666666,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
707,707,1,0.9823008849557522,0.927927927927928,0.8684210526315791,-0.9393939393939394,0.9090909090909092,-1.0,0.9,-1.0,131,0,1,0,1,0,1,0,0
16,16,0,0.8615384615384616,1.0,0.9272727272727272,-1.0,0.925,-1.0,0.8947368421052632,1.0,136,1,0,0,1,0,1,0,0
884,884,1,0.5421686746987951,1.0,0.6097560975609756,0.92,0.75,0.9444444444444444,0.6818181818181818,0.9333333333333332,129,0,1,0,1,0,1,0,0
428,428,0,0.4782608695652174,-0.8787878787878788,0.9047619047619048,1.0,0.8611111111111112,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
221,221,0,0.9692307692307692,1.0,0.9818181818181818,-1.0,1.0,-1.0,1.0,0.15789473684210525,135,2,0,1,0,0,1,0,0
891,891,1,0.9736842105263158,1.0,0.9473684210526316,-1.0,0.8095238095238095,-1.0,0.9090909090909092,-1.0,129,0,1,1,0,0,1,0,0
299,299,0,0.9367088607594936,-0.9189189189189191,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
476,476,1,0.8508771929824561,1.0,0.5142857142857142,1.0,0.6111111111111112,1.0,0.4,1.0,133,0,1,0,1,0,0,0,1
756,756,1,0.982608695652174,1.0,0.7631578947368421,-1.0,0.7619047619047619,-1.0,0.7272727272727273,-0.875,130,0,1,0,1,0,0,0,1
82,82,0,0.676923076923077,1.0,0.9090909090909092,1.0,0.85,1.0,0.8333333333333334,1.0,136,0,1,1,0,0,1,0,0
464,464,1,0.9473684210526316,1.0,0.7142857142857143,0.92,0.8888888888888888,1.0,0.5714285714285714,-0.75,133,0,1,0,1,0,1,0,0
516,516,1,0.8823529411764706,0.9714285714285714,0.6756756756756757,0.16,0.6666666666666666,0.9166666666666666,0.35294117647058826,0.0,132,0,1,0,1,0,0,0,1
414,414,0,0.6811594202898551,-0.7872340425531915,0.8809523809523809,1.0,0.8888888888888888,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
817,817,1,0.8869565217391304,1.0,0.6842105263157895,-1.0,0.3809523809523809,1.0,0.4545454545454545,1.0,130,0,1,0,1,0,0,0,1
103,103,0,0.7230769230769231,1.0,0.5454545454545454,1.0,0.6,1.0,0.6666666666666666,1.0,136,0,1,1,0,0,1,0,0
439,439,0,0.9857142857142858,0.9710144927536232,0.8809523809523809,-1.0,0.9166666666666666,-1.0,1.0,1.0,134,0,1,1,0,0,1,0,0
812,812,1,0.8956521739130435,1.0,0.6052631578947368,1.0,0.6190476190476191,1.0,0.5454545454545454,0.8333333333333334,130,0,1,0,1,0,1,0,0
965,965,0,0.7538461538461538,1.0,0.6727272727272727,0.972972972972973,0.8205128205128205,1.0,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
692,692,1,0.8608695652173913,1.0,0.6578947368421053,-1.0,0.5,-1.0,0.7272727272727273,-1.0,131,0,1,0,1,0,0,0,1
252,252,0,0.7692307692307693,1.0,0.9636363636363636,1.0,0.975,1.0,0.8421052631578947,1.0,135,0,1,1,0,0,1,0,0
794,794,1,0.9304347826086956,0.97196261682243,0.8157894736842105,-1.0,0.5714285714285714,-1.0,0.9090909090909092,1.0,130,0,1,0,1,0,1,0,0
163,163,0,0.7714285714285715,1.0,0.8780487804878049,-1.0,0.9166666666666666,-0.9696969696969696,0.6086956521739131,1.0,135,2,0,0,1,0,1,0,0
826,826,1,0.9130434782608696,0.9904761904761904,0.5789473684210527,1.0,0.2857142857142857,1.0,0.2727272727272727,0.6666666666666666,130,0,1,0,1,0,0,0,1
483,483,1,0.9210526315789472,1.0,0.6,1.0,0.6666666666666666,0.0,0.4,1.0,133,0,1,0,1,0,1,0,0
67,67,0,0.8153846153846154,1.0,0.8363636363636363,-1.0,0.9,-1.0,0.8333333333333334,1.0,136,2,0,0,1,0,1,0,0
869,869,1,0.6511627906976745,1.0,0.5348837209302325,-0.9130434782608696,0.5357142857142857,0.6,0.6842105263157895,-0.5384615384615384,129,0,1,0,1,0,1,0,0
215,215,0,0.8142857142857143,-1.0,0.9268292682926829,1.0,0.9444444444444444,1.0,0.6086956521739131,0.8571428571428571,135,0,1,0,1,0,1,0,0
542,542,1,0.9736842105263158,1.0,0.9189189189189191,-1.0,0.9444444444444444,-1.0,0.7058823529411765,-1.0,132,0,1,0,1,0,1,0,0
400,400,0,0.8857142857142857,-0.6129032258064516,0.9761904761904762,1.0,0.9722222222222222,1.0,0.9130434782608696,0.9523809523809524,134,0,1,0,1,0,1,0,0
537,537,1,0.9736842105263158,1.0,0.8918918918918919,-0.9393939393939394,0.8888888888888888,-1.0,0.8823529411764706,-1.0,132,0,1,0,1,0,1,0,0
386,386,0,0.8142857142857143,-1.0,0.8809523809523809,1.0,0.8888888888888888,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
155,155,0,0.6142857142857143,1.0,0.8048780487804879,1.0,0.8333333333333334,1.0,0.43478260869565216,1.0,135,0,1,0,1,0,1,0,0
417,417,0,0.855072463768116,1.0,0.9523809523809524,0.95,1.0,1.0,0.7826086956521741,1.0,134,0,1,0,1,0,1,0,0
471,471,1,0.9298245614035088,1.0,0.9142857142857144,1.0,0.8888888888888888,1.0,0.8,1.0,133,0,1,0,1,0,1,0,0
708,708,1,0.9823008849557522,0.945945945945946,0.8684210526315791,-0.9393939393939394,0.9090909090909092,-1.0,0.9,-1.0,131,0,1,0,1,0,1,0,0
974,974,0,0.9833333333333332,1.0,0.8823529411764706,1.0,0.8936170212765957,1.0,0.8666666666666667,0.8461538461538461,137,0,1,1,0,0,1,0,0
915,915,0,0.5538461538461539,1.0,0.8363636363636363,1.0,0.725,1.0,0.2777777777777778,1.0,137,0,1,0,1,0,0,0,1
472,472,1,0.9035087719298246,1.0,0.8,-1.0,0.7777777777777778,-1.0,0.3333333333333333,1.0,133,0,1,0,1,0,1,0,0
127,127,0,0.7571428571428571,-1.0,0.951219512195122,1.0,0.8888888888888888,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
998,998,0,0.9075630252100841,1.0,0.5686274509803921,-1.0,0.851063829787234,-1.0,0.8666666666666667,-1.0,137,1,0,1,0,0,1,0,0
452,452,1,0.9298245614035088,1.0,0.8571428571428571,1.0,0.5555555555555556,1.0,0.7058823529411765,1.0,133,0,1,0,1,0,0,0,1
285,285,0,0.9113924050632912,0.9722222222222222,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
367,367,0,0.8428571428571429,-1.0,0.9285714285714286,1.0,0.9722222222222222,1.0,0.9130434782608696,1.0,134,0,1,0,1,0,1,0,0
4,4,0,0.8307692307692308,-1.0,0.9636363636363636,1.0,0.95,1.0,0.7368421052631579,1.0,136,0,1,0,1,0,0,0,1
770,770,1,0.7478260869565218,0.9883720930232558,0.6052631578947368,0.9565217391304348,0.047619047619047616,1.0,0.4545454545454545,-1.0,130,0,1,0,1,0,0,0,1
867,867,1,0.686046511627907,1.0,0.6744186046511628,1.0,0.7142857142857143,1.0,0.7894736842105263,0.9333333333333332,129,0,1,0,1,0,1,0,0
806,806,1,0.9652173913043478,-1.0,0.7368421052631579,1.0,0.8095238095238095,1.0,0.9090909090909092,1.0,130,0,0,0,1,0,1,0,0
609,609,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.6470588235294118,0.0,132,0,1,0,0,1,1,0,0
219,219,0,0.9384615384615383,-1.0,0.9818181818181818,1.0,1.0,1.0,0.9473684210526316,-0.3888888888888889,135,0,1,1,0,0,1,0,0
93,93,0,0.5384615384615384,-0.9428571428571428,0.8363636363636363,1.0,0.85,1.0,0.6111111111111112,1.0,136,0,1,1,0,0,1,0,0
660,660,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
564,564,1,0.912280701754386,1.0,0.8055555555555556,1.0,0.4444444444444444,-1.0,0.4117647058823529,1.0,132,0,1,0,1,0,1,0,0
509,509,1,0.9411764705882352,1.0,0.7837837837837838,-1.0,0.8333333333333334,1.0,0.7647058823529411,-1.0,132,0,1,0,1,0,1,0,0
237,237,0,0.7538461538461538,1.0,0.9454545454545454,1.0,0.975,1.0,0.7894736842105263,1.0,135,0,1,1,0,0,1,0,0
854,854,1,0.6511627906976745,1.0,0.6511627906976745,1.0,0.3928571428571429,0.8181818181818182,0.5263157894736842,1.0,129,0,1,0,1,0,0,0,1
971,971,0,0.9833333333333332,0.9661016949152542,0.9019607843137256,-1.0,0.9148936170212766,-1.0,0.8666666666666667,-1.0,137,0,1,1,0,0,1,0,0
908,908,0,0.5846153846153846,0.8947368421052632,0.9090909090909092,1.0,0.675,1.0,0.6666666666666666,0.9166666666666666,137,0,1,0,1,0,0,0,1
632,632,1,0.9912280701754386,1.0,0.8857142857142857,1.0,1.0,1.0,0.7647058823529411,1.0,132,0,1,1,0,0,1,0,0
501,501,1,0.912280701754386,1.0,0.0,,0.0,,0.0,,133,0,1,0,1,0,1,0,0
251,251,0,0.8307692307692308,-0.9444444444444444,0.9818181818181818,1.0,1.0,1.0,0.8947368421052632,1.0,135,0,1,1,0,0,1,0,0
954,954,0,0.676923076923077,0.9772727272727272,0.5454545454545454,0.9333333333333332,0.7179487179487181,1.0,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
825,825,1,0.9130434782608696,1.0,0.5789473684210527,0.9545454545454546,0.2857142857142857,1.0,0.2727272727272727,1.0,130,0,1,0,1,0,0,0,1
713,713,1,0.9823008849557522,0.945945945945946,0.9473684210526316,-0.9444444444444444,1.0,-1.0,0.9,-1.0,131,0,1,0,1,0,1,0,0
525,525,1,0.9298245614035088,1.0,0.6216216216216216,1.0,0.8333333333333334,1.0,0.6470588235294118,1.0,132,0,1,0,1,0,1,0,0
946,946,0,0.5846153846153846,0.9210526315789472,0.6,-0.3636363636363637,0.7435897435897436,0.6896551724137931,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
71,71,0,0.8307692307692308,1.0,0.8363636363636363,-1.0,0.925,-1.0,0.8333333333333334,-0.3333333333333333,136,2,0,0,1,0,1,0,0
641,641,1,0.982608695652174,0.9823008849557522,0.8684210526315791,-0.9696969696969696,1.0,-1.0,1.0,-1.0,131,0,1,0,1,0,1,0,0
319,319,0,0.7142857142857143,-1.0,0.8809523809523809,1.0,0.6944444444444444,1.0,0.6521739130434783,0.4666666666666667,134,0,1,0,1,0,1,0,0
118,118,0,0.8142857142857143,1.0,0.902439024390244,1.0,0.8611111111111112,1.0,0.8333333333333334,1.0,135,0,1,0,1,0,1,0,0
723,723,1,0.9363636363636364,1.0,0.5526315789473685,1.0,0.09090909090909093,0.0,0.7,1.0,131,0,1,0,1,0,1,0,0
889,889,1,0.9736842105263158,1.0,0.9736842105263158,-1.0,0.8571428571428571,-1.0,1.0,-1.0,129,0,1,1,0,0,1,0,0
616,616,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
48,48,0,0.5846153846153846,1.0,0.8,1.0,0.875,1.0,0.7222222222222222,1.0,136,0,1,0,1,0,1,0,0
302,302,0,0.9367088607594936,-0.8918918918918919,0.9761904761904762,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
572,572,1,0.8947368421052632,1.0,0.9166666666666666,0.7272727272727273,0.7222222222222222,1.0,0.4705882352941176,0.875,132,0,1,0,1,0,1,0,0
422,422,0,0.5362318840579711,-0.972972972972973,0.9047619047619048,1.0,0.9166666666666666,1.0,0.7391304347826086,1.0,134,0,1,0,1,0,1,0,0
608,608,1,0.9736842105263158,1.0,0.8888888888888888,-0.9375,0.8888888888888888,-1.0,0.7058823529411765,0.0,132,0,1,0,0,1,1,0,0
792,792,1,0.9652173913043478,1.0,0.3684210526315789,1.0,0.14285714285714285,1.0,0.18181818181818185,1.0,130,0,1,0,1,0,1,0,0
551,551,1,0.9385964912280702,1.0,0.8611111111111112,1.0,0.7222222222222222,1.0,0.8235294117647058,1.0,132,1,1,0,1,0,1,0,0
838,838,1,0.7739130434782608,0.9325842696629212,0.5,1.0,0.2857142857142857,1.0,0.4545454545454545,1.0,130,0,1,0,1,0,0,0,1
52,52,0,0.7692307692307693,1.0,0.8363636363636363,1.0,0.95,1.0,0.7777777777777778,1.0,136,0,1,0,1,0,1,0,0
23,23,0,0.6923076923076923,1.0,0.9454545454545454,-0.9807692307692308,0.95,-1.0,0.7368421052631579,1.0,136,1,0,0,1,0,1,0,0
897,897,1,0.9298245614035088,1.0,0.6842105263157895,0.9230769230769232,0.0,,0.0,,129,0,1,1,0,0,1,0,0
654,654,1,0.9913793103448276,0.9130434782608696,0.0,,0.0,,0.0,,131,0,1,0,1,0,1,0,0
634,634,1,0.8869565217391304,1.0,0.7631578947368421,1.0,0.65,1.0,0.5454545454545454,1.0,131,0,1,0,1,0,0,0,1
375,375,0,0.6428571428571429,-0.9555555555555556,0.8333333333333334,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
947,947,0,0.7846153846153846,0.9607843137254902,0.8363636363636363,0.7391304347826086,0.8717948717948718,0.9705882352941176,0.4705882352941176,1.0,137,0,1,0,1,0,1,0,0
238,238,0,0.7230769230769231,-1.0,0.9454545454545454,1.0,1.0,1.0,0.8947368421052632,0.7647058823529411,135,0,1,1,0,0,1,0,0
753,753,1,0.991304347826087,0.9912280701754386,0.7894736842105263,-0.8666666666666667,0.7619047619047619,-0.9375,0.9090909090909092,-0.8,130,0,1,0,1,0,0,0,1
731,731,1,0.9545454545454546,1.0,0.9473684210526316,-0.9444444444444444,0.8181818181818182,-1.0,0.7,-1.0,131,0,1,0,1,0,1,0,0
74,74,0,0.015384615384615384,-1.0,0.9818181818181818,1.0,1.0,1.0,1.0,0.3333333333333333,136,0,1,0,1,0,1,0,0
184,184,0,0.7714285714285715,-1.0,0.9268292682926829,1.0,1.0,1.0,0.6086956521739131,1.0,135,0,1,0,1,0,1,0,0
796,796,1,0.8521739130434782,1.0,0.4736842105263158,0.9444444444444444,0.2857142857142857,1.0,0.0,,130,0,1,0,1,0,1,0,0
503,503,1,0.9035087719298246,1.0,0.0,,0.0,,0.0,,133,0,1,0,1,0,1,0,0
214,214,0,0.7,1.0,0.7804878048780488,0.0625,0.7777777777777778,0.42857142857142855,0.7391304347826086,1.0,135,2,1,0,1,0,1,0,0
584,584,1,0.8947368421052632,1.0,0.6388888888888888,1.0,0.7777777777777778,1.0,0.5882352941176471,1.0,132,0,1,0,1,0,0,0,1
760,760,1,0.991304347826087,1.0,0.9210526315789472,0.9428571428571428,0.9523809523809524,-0.7,0.8181818181818182,-1.0,130,0,1,0,1,0,1,0,0
160,160,0,0.6285714285714286,1.0,0.7804878048780488,0.9375,0.8333333333333334,1.0,0.43478260869565216,1.0,135,0,1,0,1,0,1,0,0
295,295,0,0.8860759493670886,-1.0,0.9523809523809524,1.0,0.8888888888888888,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
764,764,1,0.7217391304347827,1.0,0.5789473684210527,1.0,0.6666666666666666,1.0,0.2727272727272727,1.0,130,0,1,0,1,0,0,0,1
931,931,0,0.7846153846153846,-1.0,0.9636363636363636,1.0,0.9230769230769232,1.0,0.6111111111111112,0.4545454545454545,137,0,1,0,1,0,1,0,0
941,941,0,0.9384615384615383,1.0,0.8181818181818182,1.0,0.8717948717948718,1.0,0.8235294117647058,1.0,137,0,1,0,1,0,1,0,0
893,893,1,0.9736842105263158,1.0,0.9473684210526316,-1.0,0.9047619047619048,-1.0,1.0,-1.0,129,0,1,1,0,0,1,0,0
631,631,1,0.9912280701754386,1.0,0.8857142857142857,1.0,1.0,1.0,0.7647058823529411,1.0,132,0,1,1,0,0,1,0,0
968,968,0,0.9583333333333334,1.0,0.8235294117647058,1.0,0.9148936170212766,1.0,0.8666666666666667,1.0,137,0,1,1,0,0,1,0,0
135,135,0,0.24285714285714285,0.9411764705882352,0.951219512195122,-0.9487179487179488,0.8055555555555556,-1.0,0.7391304347826086,0.9411764705882352,135,2,0,0,1,0,1,0,0
907,907,0,0.6307692307692307,0.8536585365853658,0.9090909090909092,0.64,0.7,0.8928571428571429,0.6666666666666666,1.0,137,0,1,0,1,0,0,0,1
619,619,1,0.9649122807017544,1.0,0.8611111111111112,1.0,0.7777777777777778,1.0,0.7058823529411765,1.0,132,0,1,0,0,1,1,0,0
384,384,0,0.6571428571428571,-1.0,0.8809523809523809,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
706,706,1,0.9823008849557522,0.945945945945946,0.8684210526315791,-0.9393939393939394,0.9090909090909092,-1.0,0.9,-1.0,131,0,1,0,1,0,1,0,0
461,461,1,0.9385964912280702,1.0,0.6571428571428571,-1.0,0.7222222222222222,-1.0,0.42857142857142855,-1.0,133,0,1,0,1,0,1,0,0
370,370,0,0.8428571428571429,-1.0,0.9285714285714286,1.0,0.9722222222222222,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
397,397,0,0.9285714285714286,-1.0,0.9761904761904762,1.0,0.9722222222222222,1.0,0.6521739130434783,0.9333333333333332,134,0,1,0,1,0,1,0,0
174,174,0,0.7428571428571429,1.0,0.9268292682926829,1.0,0.9166666666666666,1.0,0.8695652173913043,1.0,135,0,1,0,1,0,1,0,0
407,407,0,0.8428571428571429,1.0,0.9761904761904762,-0.902439024390244,0.8888888888888888,-1.0,0.6956521739130435,0.875,134,2,0,0,1,0,1,0,0
607,607,1,0.9736842105263158,1.0,0.8888888888888888,-0.96875,0.8333333333333334,-1.0,0.6470588235294118,0.0,132,0,1,0,0,1,1,0,0
742,742,1,0.9130434782608696,0.9904761904761904,0.7631578947368421,0.9655172413793104,0.5238095238095238,1.0,0.9090909090909092,1.0,130,0,1,0,1,0,1,0,0
94,94,0,0.6,-1.0,0.8727272727272727,1.0,0.85,1.0,0.6111111111111112,0.0,136,0,1,1,0,0,1,0,0
96,96,0,0.8307692307692308,-1.0,0.9090909090909092,1.0,0.875,1.0,0.5,0.3333333333333333,136,0,1,1,0,0,1,0,0
322,322,0,0.8,1.0,0.9523809523809524,-1.0,0.6944444444444444,-1.0,0.6956521739130435,1.0,134,2,0,0,1,0,1,0,0
958,958,0,0.8307692307692308,1.0,0.6545454545454545,0.9444444444444444,0.7948717948717948,1.0,0.4117647058823529,1.0,137,0,1,0,1,0,1,0,0
372,372,0,0.7285714285714285,-1.0,0.8333333333333334,1.0,0.9444444444444444,1.0,0.8695652173913043,1.0,134,0,1,0,1,0,1,0,0
500,500,1,0.912280701754386,1.0,0.0,,0.0,,0.0,,133,0,1,0,1,0,1,0,0
133,133,0,0.5571428571428572,1.0,0.9268292682926829,-0.9736842105263158,0.8611111111111112,-1.0,0.6521739130434783,1.0,135,2,0,0,1,0,1,0,0
79,79,0,0.4615384615384616,1.0,0.9090909090909092,1.0,0.775,1.0,0.7777777777777778,0.7142857142857143,136,0,1,1,0,0,1,0,0
712,712,1,0.9823008849557522,0.9639639639639641,0.9473684210526316,-0.9444444444444444,1.0,-1.0,0.9,-1.0,131,0,1,0,1,0,1,0,0
42,42,0,0.8461538461538461,1.0,0.9818181818181818,0.9629629629629628,0.975,1.0,0.8947368421052632,0.9411764705882352,136,0,1,0,1,0,1,0,0
590,590,1,0.8859649122807017,1.0,0.5555555555555556,1.0,0.6111111111111112,0.8181818181818182,0.5882352941176471,1.0,132,0,1,0,1,0,0,0,1
790,790,1,0.9565217391304348,1.0,0.4473684210526316,-1.0,0.2857142857142857,-1.0,0.18181818181818185,-1.0,130,0,1,0,1,0,1,0,0
423,423,0,0.8985507246376812,1.0,0.9285714285714286,1.0,0.8888888888888888,1.0,0.7391304347826086,1.0,134,0,1,0,1,0,1,0,0
20,20,0,0.9230769230769232,1.0,0.9636363636363636,-1.0,0.95,-1.0,0.8421052631578947,1.0,136,1,0,0,1,0,1,0,0
25,25,0,0.8,1.0,0.9454545454545454,-1.0,0.95,-0.9736842105263158,0.7894736842105263,1.0,136,1,0,0,1,0,1,0,0
69,69,0,0.8307692307692308,1.0,0.8363636363636363,-1.0,0.9,-1.0,0.8333333333333334,0.0,136,2,0,0,1,0,1,0,0
898,898,1,0.9298245614035088,1.0,0.6842105263157895,-0.9230769230769232,0.0,,0.0,,129,0,1,1,0,0,1,0,0
863,863,1,0.686046511627907,1.0,0.6744186046511628,0.9655172413793104,0.21428571428571427,1.0,0.631578947368421,0.9166666666666666,129,0,1,0,1,0,0,0,1
123,123,0,0.8714285714285714,1.0,0.8780487804878049,1.0,0.8888888888888888,1.0,0.9130434782608696,1.0,135,0,1,0,1,0,1,0,0
161,161,0,0.6428571428571429,0.9333333333333332,0.8536585365853658,-1.0,0.8611111111111112,-1.0,0.6086956521739131,1.0,135,2,0,0,1,0,1,0,0
86,86,0,0.6307692307692307,1.0,0.9272727272727272,1.0,0.925,1.0,0.7777777777777778,0.8571428571428571,136,0,1,1,0,0,1,0,0
357,357,0,0.7285714285714285,1.0,0.9285714285714286,1.0,0.9444444444444444,1.0,0.8260869565217391,1.0,134,0,1,0,1,0,1,0,0
593,593,1,0.8508771929824561,1.0,0.6666666666666666,1.0,0.5555555555555556,1.0,0.4117647058823529,1.0,132,0,1,0,1,0,0,0,1
134,134,0,0.0,,0.951219512195122,0.9487179487179488,0.8333333333333334,1.0,0.6956521739130435,1.0,135,2,1,0,1,0,1,0,0
597,597,1,0.9210526315789472,1.0,0.6666666666666666,-1.0,0.6666666666666666,-1.0,0.6470588235294118,-1.0,132,0,1,0,1,0,0,0,1
204,204,0,0.7,1.0,0.8048780487804879,0.9696969696969696,0.8611111111111112,1.0,0.8260869565217391,1.0,135,0,1,0,1,0,1,0,0
710,710,1,0.9557522123893806,1.0,0.6842105263157895,1.0,0.3636363636363637,1.0,0.1,1.0,131,0,1,0,1,0,1,0,0
